City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
700,Sambava,MG,-14.2667,50.1667,70.38,84,18,8.14,few clouds
701,Channel-Port Aux Basques,CA,47.5702,-59.1367,65.68,90,100,6.67,overcast clouds
702,Ahuimanu,US,21.4447,-157.8378,76.71,71,40,11.5,scattered clouds
703,Krasnoarmeysk,RU,51.0239,45.6969,76.06,31,94,7.4,overcast clouds
704,Verkhoyansk,RU,67.5447,133.385,58.1,51,67,4.41,broken clouds
705,Ola,RU,59.5833,151.2833,52.93,74,47,7.18,scattered clouds
706,Mushie,CD,-3.0167,16.9,98.37,20,87,4.72,overcast clouds
707,Kushmurun,KZ,52.4503,64.6311,67.53,45,91,9.53,overcast clouds
708,Shelburne,CA,44.0787,-80.2041,78.75,83,99,6.29,overcast clouds
709,Villacarrillo,ES,38.1156,-3.0848,87.89,18,56,13.38,broken clouds
710,Harper,LR,4.375,-7.7169,80.49,69,82,11.3,broken clouds
711,Hope,US,33.6671,-93.5916,84.25,51,0,5.37,clear sky
712,Zhangye,CN,38.9342,100.4517,67.55,48,79,10.85,broken clouds
713,Kyren,RU,51.6828,102.1408,58.46,88,96,2.13,overcast clouds
714,Teguise,ES,29.0605,-13.564,77.22,57,20,18.41,few clouds
715,Raga,SS,8.4596,25.678,75.52,87,93,4.07,light rain
716,Loiza,PR,18.4313,-65.8802,90.81,70,40,12.66,scattered clouds
717,Chimbote,PE,-9.0853,-78.5783,67.84,74,85,10.25,overcast clouds
